created_at	reposts_count	comments_count	attitudes_count	text
2016-05-09	17	149	709	<a class='k' href='https://m.weibo.cn/k/%E8%8A%B1%E5%BC%8F%E7%BF%BB%E7%99%BD%E7%9C%BC%E5%A4%A7%E8%B5%9B?from=feed'>#花式翻白眼大赛#</a> ​​​
2016-05-14	20	146	933	她们只会在什么考试 找人帮吵架 mc没话讲了的时候想到我<span class="url-icon"><img src="//h5.sinaimg.cn/m/emoticon/icon/default/d_dalian-430a73461b.png" style="width:1em;height:1em;" alt="[打脸]"></span> 人情真是太冷漠了！我还是和我的商业cp一块儿玩吧<span class="url-icon"><img src="//h5.sinaimg.cn/m/emoticon/icon/default/d_hehe-4f9f713058.png" style="width:1em;height:1em;" alt="[微笑]"></span><span class="url-icon"><img src="//h5.sinaimg.cn/m/emoticon/icon/default/d_hehe-4f9f713058.png" style="width:1em;height:1em;" alt="[微笑]"></span><span class="url-icon"><img src="//h5.sinaimg.cn/m/emoticon/icon/default/d_baibai-fdd5eeb1d1.png" style="width:1em;height:1em;" alt="[拜拜]"></span> ​​​
2016-05-15	30	163	801	我要笑着活下去——ymj ​​​
2016-05-16	18	147	796	已经给你寄过去了<span class="url-icon"><img src="//h5.sinaimg.cn/m/emoticon/icon/default/d_hehe-4f9f713058.png" style="width:1em;height:1em;" alt="[微笑]"></span>记得拿快递<a href='https://m.weibo.cn/n/SNH48-闫明筠'>@SNH48-闫明筠</a> ​​​
2016-05-19	19	61	705	小天使快快好起来<span class="url-icon"><img src="//h5.sinaimg.cn/m/emoticon/icon/others/l_xin-8e9a1a0346.png" style="width:1em;height:1em;" alt="[心]"></span><span class="url-icon"><img src="//h5.sinaimg.cn/m/emoticon/icon/others/l_xin-8e9a1a0346.png" style="width:1em;height:1em;" alt="[心]"></span><span class="url-icon"><img src="//h5.sinaimg.cn/m/emoticon/icon/others/l_xin-8e9a1a0346.png" style="width:1em;height:1em;" alt="[心]"></span>
2016-05-25	62	203	1120	<a class='k' href='https://m.weibo.cn/k/SNH48%E5%B9%B4%E5%BA%A6%E6%80%BB%E5%86%B3%E9%80%89?from=feed'>#SNH48年度总决选#</a> 谁也不知道做的选择是对是错...只有更努力地让它变成对的。我这么帅当然干嘛都是对的=v=~一起加油啦！！ <a data-url="http://t.cn/R5Zk9Ir" href="https://m.weibo.cn/p/index?containerid=2304442961f76c659359fb9a2bbe9859857a7a&url_type=39&object_type=video&pos=1&luicode=10000011&lfid=1076035491330253&ep=Dx5aSlmTY%2C5491330253%2CDx5aSlmTY%2C5491330253" data-hide=""><span class="url-icon"><img src="https://h5.sinaimg.cn/upload/2015/09/25/3/timeline_card_small_video_default.png"></span></i><span class="surl-text">秒拍视频</a> . ​​​
2016-05-25	29	148	771	<a class='k' href='https://m.weibo.cn/k/%E8%AF%B7%E6%8A%8A%E5%BA%8A%E8%BF%98%E7%BB%99%E7%8E%8B%E5%8F%94%E5%8F%94?from=feed'>#请把床还给王叔叔#</a><span class="url-icon"><img src="//h5.sinaimg.cn/m/emoticon/icon/default/d_baibai-fdd5eeb1d1.png" style="width:1em;height:1em;" alt="[拜拜]"></span>你们有毒吗！！<a href='https://m.weibo.cn/n/SNH48-李晶'>@SNH48-李晶</a> <a href='https://m.weibo.cn/n/SNH48-陈琳'>@SNH48-陈琳</a> ​​​
2016-05-25	51	162	721	我把你当兄弟 你却_________<span class="url-icon"><img src="//h5.sinaimg.cn/m/emoticon/icon/default/d_hehe-4f9f713058.png" style="width:1em;height:1em;" alt="[微笑]"></span><span class="url-icon"><img src="//h5.sinaimg.cn/m/emoticon/icon/default/d_baibai-fdd5eeb1d1.png" style="width:1em;height:1em;" alt="[拜拜]"></span>  犯罪嫌疑人闫某现已被逮捕 <a data-url="http://t.cn/R5whCql" href="https://m.weibo.cn/p/index?containerid=23044498fdf945a1253c7ce8f31eea28ea4310&url_type=39&object_type=video&pos=1&luicode=10000011&lfid=1076035491330253&ep=Dx76ivHnC%2C5491330253%2CDx76ivHnC%2C5491330253" data-hide=""><span class="url-icon"><img src="https://h5.sinaimg.cn/upload/2015/09/25/3/timeline_card_small_video_default.png"></span></i><span class="surl-text">秒拍视频</a> . ​​​
2016-05-25	15	133	723	好困哦可是还是要搬砖… ​​​
2016-06-05	26	349	667	[互相膜拜] ​​​
2016-06-06	32	193	542	物理<span class="url-icon"><img src="//h5.sinaimg.cn/m/emoticon/icon/others/o_lazhu-3725445c33.png" style="width:1em;height:1em;" alt="[蜡烛]"></span><span class="url-icon"><img src="//h5.sinaimg.cn/m/emoticon/icon/others/o_lazhu-3725445c33.png" style="width:1em;height:1em;" alt="[蜡烛]"></span><span class="url-icon"><img src="//h5.sinaimg.cn/m/emoticon/icon/others/o_lazhu-3725445c33.png" style="width:1em;height:1em;" alt="[蜡烛]"></span>
2016-06-08	200	271	1390	还有这英语作文一年出的比一年坑爹了…能不能好好的写保护环境节约用水热爱自然诚实守信乐于助人？？谈谈你对目前网络投票的看法？<span class="url-icon"><img src="//h5.sinaimg.cn/m/emoticon/icon/default/d_baibai-fdd5eeb1d1.png" style="width:1em;height:1em;" alt="[拜拜]"></span>老师，您听说过snh总选吗？ ​​​
2016-06-09	88	175	1047	。。。刚看到<span class="url-icon"><img src="//h5.sinaimg.cn/m/emoticon/icon/default/d_yun-eabccde8c2.png" style="width:1em;height:1em;" alt="[晕]"></span>木有去考场的照片…只有出考场的 ​​​
2016-06-09	85	273	1108	异地恋半年终于要奔现了<span class="url-icon"><img src="//h5.sinaimg.cn/m/emoticon/icon/others/d_doge-d903433c82.png" style="width:1em;height:1em;" alt="[doge]"></span>感觉这小伙还不错 ​​​
2016-06-12	13	192	845	我究竟要干多少次到了高铁站发现没带身份证的事情才能长记性……仿佛智商被掏空<span class="url-icon"><img src="//h5.sinaimg.cn/m/emoticon/icon/default/d_baibai-fdd5eeb1d1.png" style="width:1em;height:1em;" alt="[拜拜]"></span> ​​​
2016-06-13	27	286	1054	是王叔叔还是soku啊…？<span class="url-icon"><img src="//h5.sinaimg.cn/m/emoticon/icon/default/d_hehe-4f9f713058.png" style="width:1em;height:1em;" alt="[微笑]"></span><span class="url-icon"><img src="//h5.sinaimg.cn/m/emoticon/icon/default/d_hehe-4f9f713058.png" style="width:1em;height:1em;" alt="[微笑]"></span> ​​​
2016-06-14	45	161	926	明天下午六点在上海市杨浦区四平路901号四平电影院2楼有超神偶像的线下活动~来~找~我~玩~儿~呀~<span class="url-icon"><img src="//h5.sinaimg.cn/m/emoticon/icon/others/d_doge-d903433c82.png" style="width:1em;height:1em;" alt="[doge]"></span> ​​​
2016-06-15	20	158	784	<a class='k' href='https://m.weibo.cn/k/%E8%B6%85%E7%A5%9E%E5%81%B6%E5%83%8F?from=feed'>#超神偶像#</a>今天大家辛苦啦！！今天是一个安静单（划）机（水）的美少女，因为队友们都太厉害了<span class="url-icon"><img src="//h5.sinaimg.cn/m/emoticon/icon/default/d_xiaoku-7430606cb7.png" style="width:1em;height:1em;" alt="[笑cry]"></span>带着我躺赢~ 然后祝我们的沐沐生日快乐~ 说好今晚来我房间……呢<span class="url-icon"><img src="//h5.sinaimg.cn/m/emoticon/icon/others/d_doge-d903433c82.png" style="width:1em;height:1em;" alt="[doge]"></span><span class="url-icon"><img src="//h5.sinaimg.cn/m/emoticon/icon/others/d_doge-d903433c82.png" style="width:1em;height:1em;" alt="[doge]"></span><a href='https://m.weibo.cn/n/SNH48-张嘉予_'>@SNH48-张嘉予_</a> ​​​
2016-06-17	30	235	1167	我的妈啊你们哪来那么多钱投票<span class="url-icon"><img src="//h5.sinaimg.cn/m/emoticon/icon/default/d_beishang-c20969286b.png" style="width:1em;height:1em;" alt="[悲伤]"></span>肾都还好吗…… ​​​
2016-06-18	19	137	845	<a class='k' href='https://m.weibo.cn/k/GirlX?from=feed'>#GirlX#</a> <a class='k' href='https://m.weibo.cn/k/%E8%B6%85%E7%A5%9E%E5%81%B6%E5%83%8F?from=feed'>#超神偶像#</a> 谢谢谢谢谢谢谢谢大家给我投票！！到现在还是很激动~你们真是太棒啦！！也希望我们队能够加油，有更多的成员能进到圈内~ 新公演大家看的还开心吗~久违的初恋小盗<span class="url-icon"><img src="//h5.sinaimg.cn/m/emoticon/icon/default/d_haixiu-d0db32fd6f.png" style="width:1em;height:1em;" alt="[害羞]"></span>~然后明天不上公演去超神偶像噢！晚上九点~斗鱼TV~（双开吧😂一边看公演一边看直播 ​​​
2016-06-18	42	176	1042	stf：我们成员都是女生。 嘉宾：啊？王叔叔也是女的吗 stf：是的。。。 <span class="url-icon"><img src="//h5.sinaimg.cn/m/emoticon/icon/default/d_hehe-4f9f713058.png" style="width:1em;height:1em;" alt="[微笑]"></span>我好尴尬 ​​​
2016-06-19	25	148	812	<a class='k' href='https://m.weibo.cn/k/%E8%B6%85%E7%A5%9E%E5%81%B6%E5%83%8F?from=feed'>#超神偶像#</a> 耶耶耶幸运的结束了<span class="url-icon"><img src="//h5.sinaimg.cn/m/emoticon/icon/default/d_guzhang-4ac2b70b8f.png" style="width:1em;height:1em;" alt="[鼓掌]"></span> 下次会尝试别的英雄啦（大概）反正你们也猜不到<span class="url-icon"><img src="//h5.sinaimg.cn/m/emoticon/icon/others/d_miao-9ebe15b2c2.png" style="width:1em;height:1em;" alt="[喵喵]"></span> hhh明天见啦~ ​​​
2016-06-19	23	173	794	首演三天顺利结束啦！谢谢大家的应援～<span class="url-icon"><img src="//h5.sinaimg.cn/m/emoticon/icon/default/d_taikaixin-2ea4a8779a.png" style="width:1em;height:1em;" alt="[太开心]"></span> 然后祝我草生日快乐！也祝老爸父亲节快乐！（竟然有人私信我：无数人的亲生父亲节日快乐。。<span class="url-icon"><img src="//h5.sinaimg.cn/m/emoticon/icon/default/d_baibai-fdd5eeb1d1.png" style="width:1em;height:1em;" alt="[拜拜]"></span> ​​​
2016-06-23	25	256	803	如果我直播的话大家想看什么呢？或者是想看我和谁一起<span class="url-icon"><img src="//h5.sinaimg.cn/m/emoticon/icon/default/d_sikao-7f3b022e72.png" style="width:1em;height:1em;" alt="[思考]"></span> 晚安啦 明天公演见～<span class="url-icon"><img src="//h5.sinaimg.cn/m/emoticon/icon/others/w_yueliang-fbe3621f53.png" style="width:1em;height:1em;" alt="[月亮]"></span> ​​​
2016-06-23	27	145	554	一直找不到理由卸载支付宝
2016-06-24	85	369	927	分享图片 ​​​
2016-06-24	36	273	961	其实我已经查到分了 但考太差了我就不说了 你要问我 我只能说 无可奉告 再问卸微博<span class="url-icon"><img src="//h5.sinaimg.cn/m/emoticon/icon/default/d_baibai-fdd5eeb1d1.png" style="width:1em;height:1em;" alt="[拜拜]"></span> ​​​
2016-06-24	18	186	828	耶！！饼干做的很成功哦<span class="url-icon"><img src="//h5.sinaimg.cn/m/emoticon/icon/default/d_guzhang-4ac2b70b8f.png" style="width:1em;height:1em;" alt="[鼓掌]"></span><span class="url-icon"><img src="//h5.sinaimg.cn/m/emoticon/icon/default/d_guzhang-4ac2b70b8f.png" style="width:1em;height:1em;" alt="[鼓掌]"></span> ​​​
2016-06-24	11	39	264	我举报 她俩没吃药！
2016-06-26	24	165	944	好遗憾啊=_=…今天居然没有输~ 明天公演见<span class="url-icon"><img src="//h5.sinaimg.cn/m/emoticon/icon/others/w_yueliang-fbe3621f53.png" style="width:1em;height:1em;" alt="[月亮]"></span>晚了个安 ​​​
2016-06-27	22	128	880	谢谢大家今（昨）天的应援噢~晚安啦<span class="url-icon"><img src="//h5.sinaimg.cn/m/emoticon/icon/others/w_yueliang-fbe3621f53.png" style="width:1em;height:1em;" alt="[月亮]"></span>~ ​​​
2016-06-27	18	261	672	就我一个人脸这么歪<span class="url-icon"><img src="//h5.sinaimg.cn/m/emoticon/icon/default/d_baibai-fdd5eeb1d1.png" style="width:1em;height:1em;" alt="[拜拜]"></span> ​​​
2016-06-27	15	199	699	你们只知道嘲笑我头像歪 却不伸出援助之手 帮我p一个好看的头像<span class="url-icon"><img src="//h5.sinaimg.cn/m/emoticon/icon/default/d_beishang-c20969286b.png" style="width:1em;height:1em;" alt="[悲伤]"></span> ​​​
2016-06-28	24	169	840	我和我的女朋友要睡啦<span class="url-icon"><img src="//h5.sinaimg.cn/m/emoticon/icon/others/d_doge-d903433c82.png" style="width:1em;height:1em;" alt="[doge]"></span>大家晚安～ 记得在CCTV5豪门盛宴看球 意呆利X西班牙～ ​​​
2016-06-29	23	191	930	上数学课时的我<span class="url-icon"><img src="//h5.sinaimg.cn/m/emoticon/icon/default/d_hehe-4f9f713058.png" style="width:1em;height:1em;" alt="[微笑]"></span> ​​​
2016-06-30	24	171	893	打游戏不如吃火锅<span class="url-icon"><img src="//h5.sinaimg.cn/m/emoticon/icon/default/d_chanzui-ad3f4f182c.png" style="width:1em;height:1em;" alt="[馋嘴]"></span>请关注我们每周六晚九点 每周三晚六点 斗鱼TV独家直播的<a href='https://m.weibo.cn/n/超神偶像'>@超神偶像</a> 哟～<span class="url-icon"><img src="//h5.sinaimg.cn/m/emoticon/icon/default/d_aini-2b6c9354c7.png" style="width:1em;height:1em;" alt="[爱你]"></span> 不过这周六我上公演 不参加节目噢～晚安啦<span class="url-icon"><img src="//h5.sinaimg.cn/m/emoticon/icon/others/w_yueliang-fbe3621f53.png" style="width:1em;height:1em;" alt="[月亮]"></span> ​​​
2016-07-01	77	245	1114	<a href='https://m.weibo.cn/n/SNH48-杨韫玉--'>@SNH48-杨韫玉--</a> 对不起啊 我可能真的成你隔壁王叔叔了<span class="url-icon"><img src="//h5.sinaimg.cn/m/emoticon/icon/others/d_doge-d903433c82.png" style="width:1em;height:1em;" alt="[doge]"></span> ​​​
2016-07-06	27	168	1036	公演什么的都正常上噢~睡啦😪晚安 ​​​
2016-07-07	35	301	1005	5毛一斤 ​​​
2016-07-10	28	204	1029	今天菌菇问我能赢吗QAQ她舍不得她的小火车。你叔什么时候输过<span class="url-icon"><img src="//h5.sinaimg.cn/m/emoticon/icon/default/d_hehe-4f9f713058.png" style="width:1em;height:1em;" alt="[微笑]"></span>。不过没送出去还是很遗憾的<span class="url-icon"><img src="//h5.sinaimg.cn/m/emoticon/icon/others/d_miao-9ebe15b2c2.png" style="width:1em;height:1em;" alt="[喵喵]"></span> ​​​
2016-07-12	25	187	907	啊…好想去抓小精灵啊<span class="url-icon"><img src="//h5.sinaimg.cn/m/emoticon/icon/default/d_bizui-1301646143.png" style="width:1em;height:1em;" alt="[闭嘴]"></span>国服还不上!!气气!! ​​​
2016-07-12	31	280	804	午安<span class="url-icon"><img src="//h5.sinaimg.cn/m/emoticon/icon/others/w_taiyang-eebe0749ad.png" style="width:1em;height:1em;" alt="[太阳]"></span> ​​​
2016-07-13	49	230	860	以后菲律宾族人高考不准加分<span class="url-icon"><img src="//h5.sinaimg.cn/m/emoticon/icon/default/d_hehe-4f9f713058.png" style="width:1em;height:1em;" alt="[微笑]"></span>  <a data-url="http://t.cn/R5kxh2R" href="http://photo.weibo.com/h5/repost/reppic_id/1022:230796c5a96a33b932f2b8423ee46e2320667b?url_type=39&object_type=collection&pos=1&luicode=10000011&lfid=1076035491330253&ep=DEwwFxdez%2C5491330253%2CDEtPBmTnU%2C2803301701" data-hide=""><span class="url-icon"><img src="//h5.sinaimg.cn/upload/2015/01/21/20/timeline_card_small_photo_default.png"></span></i><span class="surl-text">查看图片</a> //<a href='https://m.weibo.cn/n/SNH48'>@SNH48</a>:<a class='k' href='https://m.weibo.cn/k/%E4%B8%AD%E5%9B%BD%E4%B8%80%E7%82%B9%E9%83%BD%E4%B8%8D%E8%83%BD%E5%B0%91?from=feed'>#中国一点都不能少#</a> 中国，一点都不能少，一寸都不会让。
2016-07-14	32	174	766	周六公演上前四+mc+unit~晚上超神偶像记得看噢<span class="url-icon"><img src="//h5.sinaimg.cn/m/emoticon/icon/default/d_aini-2b6c9354c7.png" style="width:1em;height:1em;" alt="[爱你]"></span>~ 经过三天的努力，329清洁计划终于迎来了阶段性胜利<span class="url-icon"><img src="//h5.sinaimg.cn/m/emoticon/icon/default/d_guzhang-4ac2b70b8f.png" style="width:1em;height:1em;" alt="[鼓掌]"></span> 看ymj数钱加上之前房间的一堆破烂，我一直怀疑她是不是背着我偷偷在外面乞讨<span class="url-icon"><img src="//h5.sinaimg.cn/m/emoticon/icon/default/d_hehe-4f9f713058.png" style="width:1em;height:1em;" alt="[微笑]"></span> ​​​
2016-07-14	32	228	900	我：ymj 我觉得我们房间最近有点闹鬼 ymj：你的初版公式照还有吗 ​​​
2016-07-17	23	154	1017	其实我是一个很能次辣的人，但是生辣椒真的太难吃了！如果是变态辣的鸡翅我肯定能吃很多→_→最后又没把小火车送出去，唉。还有今天握手会见到大家很开心噢<span class="url-icon"><img src="//h5.sinaimg.cn/m/emoticon/icon/default/d_aini-2b6c9354c7.png" style="width:1em;height:1em;" alt="[爱你]"></span>~辛苦啦<span class="url-icon"><img src="//h5.sinaimg.cn/m/emoticon/icon/others/w_yueliang-fbe3621f53.png" style="width:1em;height:1em;" alt="[月亮]"></span>晚安安 ​​​
2016-07-18	28	124	937	下周六会上公演噢~总选前的最后一场公演啦 来看我吗<span class="url-icon"><img src="//h5.sinaimg.cn/m/emoticon/icon/others/d_tuzi-15d670f89f.png" style="width:1em;height:1em;" alt="[兔子]"></span> 晚安啦🌙 ​​​
2016-07-18	28	420	927	因为看书太枯燥打游戏太累啦，所以一般都是看电影打发时间～有什么好看的电影推荐吗<span class="url-icon"><img src="//h5.sinaimg.cn/m/emoticon/icon/default/d_sikao-7f3b022e72.png" style="width:1em;height:1em;" alt="[思考]"></span>（不看爱情片恐怖片文艺片，最喜欢科幻推理悬疑）类似盗梦空间 非常嫌疑人这样的。<span class="url-icon"><img src="//h5.sinaimg.cn/m/emoticon/icon/default/d_aini-2b6c9354c7.png" style="width:1em;height:1em;" alt="[爱你]"></span> ​​​
2016-07-19	21	115	485	我是真的不会踢球OTZ 每到总选前就要被坑一下，但至少上次还有空调啊…（分享去年刷的小龙虾→<a data-url="http://t.cn/RtzkUOc" href="http://m.weibo.cn/2689280541/3852921500378473?uicode=10000002&moduleID=feed&featurecode=10000085&mid=3852921500378473&luicode=10000003&_status_id=3852921500378473&extparam=100103type%3D401%26c&lfid=1076035491330253&ep=DFwTuyVlD%2C5491330253%2CDFvnjEmVD%2C2689280541" data-hide=""><span class="url-icon"><img src="//h5.sinaimg.cn/upload/2015/09/25/3/timeline_card_small_web_default.png"></span></i><span class="surl-text">网页链接</a>
2016-07-20	48	545	1134	计算机专业有什么好处吗 是不是天天玩游戏 以后自己修电脑 看谁不顺眼还能盗他qq号 ​​​
2016-07-22	26	145	982	大家有没有在看直播<span class="url-icon"><img src="//h5.sinaimg.cn/m/emoticon/icon/default/d_taikaixin-2ea4a8779a.png" style="width:1em;height:1em;" alt="[太开心]"></span>新公演太棒啦～ 明天见噢～<span class="url-icon"><img src="//h5.sinaimg.cn/m/emoticon/icon/default/d_aini-2b6c9354c7.png" style="width:1em;height:1em;" alt="[爱你]"></span> ​​​
2016-07-25	28	186	849	为了防止你们说我和真人不像 我决定少发自拍 多发动图了。虽然这个也很欺诈 我真人并没有那么甜<span class="url-icon"><img src="//h5.sinaimg.cn/m/emoticon/icon/others/d_doge-d903433c82.png" style="width:1em;height:1em;" alt="[doge]"></span> 晚安啦<span class="url-icon"><img src="//h5.sinaimg.cn/m/emoticon/icon/others/w_yueliang-fbe3621f53.png" style="width:1em;height:1em;" alt="[月亮]"></span> ​​​
2016-07-26	25	238	808	……[互相膜拜] ​​​
2016-07-29	29	176	853	还在排练…继续加油啦~<span class="url-icon"><img src="//h5.sinaimg.cn/m/emoticon/icon/default/d_keai-9f81f72301.png" style="width:1em;height:1em;" alt="[可爱]"></span> ​​​
2016-07-31	30	193	1267	<span class="url-icon"><img src="//h5.sinaimg.cn/m/emoticon/icon/default/d_aini-2b6c9354c7.png" style="width:1em;height:1em;" alt="[爱你]"></span>真的很感谢，每一位陪我走到现在的粉丝，谢谢你们。没有不开心也没有对不起。好好休息，明天见啦～<span class="url-icon"><img src="//h5.sinaimg.cn/m/emoticon/icon/others/l_xin-8e9a1a0346.png" style="width:1em;height:1em;" alt="[心]"></span> ​​​
2016-07-31	26	149	974	谢谢今天来握手的大家<span class="url-icon"><img src="//h5.sinaimg.cn/m/emoticon/icon/default/d_taikaixin-2ea4a8779a.png" style="width:1em;height:1em;" alt="[太开心]"></span>～排队辛苦啦～并没有掀我遮脸毛和要我唱歌的粉丝<span class="url-icon"><img src="//h5.sinaimg.cn/m/emoticon/icon/others/d_doge-d903433c82.png" style="width:1em;height:1em;" alt="[doge]"></span>你们真好<span class="url-icon"><img src="//h5.sinaimg.cn/m/emoticon/icon/others/l_xin-8e9a1a0346.png" style="width:1em;height:1em;" alt="[心]"></span>明天见！！<span class="url-icon"><img src="//h5.sinaimg.cn/m/emoticon/icon/default/d_aini-2b6c9354c7.png" style="width:1em;height:1em;" alt="[爱你]"></span> ​​​
2016-07-31	56	174	1052	今天21区总是充斥着一股尴尬又暧昧的气氛 ymj仿佛来的不是握手会而是相亲会<span class="url-icon"><img src="//h5.sinaimg.cn/m/emoticon/icon/default/d_baibai-fdd5eeb1d1.png" style="width:1em;height:1em;" alt="[拜拜]"></span> 搞不懂现在的小孩子…（结果还有很多菌束gay要来吃糖？ ​​​
2016-08-01	26	208	977	你们在哪<span class="url-icon"><img src="//h5.sinaimg.cn/m/emoticon/icon/default/d_beishang-c20969286b.png" style="width:1em;height:1em;" alt="[悲伤]"></span> ​​​
2016-08-02	37	285	1048	ymj走之前还把房间收拾干净了 ​​​
2016-08-03	33	237	1139	早上好<span class="url-icon"><img src="//h5.sinaimg.cn/m/emoticon/icon/others/w_taiyang-eebe0749ad.png" style="width:1em;height:1em;" alt="[太阳]"></span> 忘记感谢来合签的小伙伴们啦<span class="url-icon"><img src="//h5.sinaimg.cn/m/emoticon/icon/default/d_aini-2b6c9354c7.png" style="width:1em;height:1em;" alt="[爱你]"></span>谢谢支持~不好意思把你们拍得这么黑<span class="url-icon"><img src="//h5.sinaimg.cn/m/emoticon/icon/default/d_xiaoku-7430606cb7.png" style="width:1em;height:1em;" alt="[笑cry]"></span>（还好我白hhh） 见到你们很开心噢~<span class="url-icon"><img src="//h5.sinaimg.cn/m/emoticon/icon/others/l_xin-8e9a1a0346.png" style="width:1em;height:1em;" alt="[心]"></span>生了个蛋见 ​​​
2016-08-04	183	476	1703	其实也没那么像啊…<span class="url-icon"><img src="//h5.sinaimg.cn/m/emoticon/icon/default/d_xiaoku-7430606cb7.png" style="width:1em;height:1em;" alt="[笑cry]"></span>对吧？ ​​​
2016-08-04	125	299	1434	一大早被吓醒了…<span class="url-icon"><img src="//h5.sinaimg.cn/m/emoticon/icon/default/d_xiaoku-7430606cb7.png" style="width:1em;height:1em;" alt="[笑cry]"></span> ​​​
2016-08-05	70	412	1332	一个人在房间老有声音！！我还以为有老鼠<span class="url-icon"><img src="//h5.sinaimg.cn/m/emoticon/icon/default/d_lei-316a1a3ed5.png" style="width:1em;height:1em;" alt="[泪]"></span><span class="url-icon"><img src="//h5.sinaimg.cn/m/emoticon/icon/default/d_lei-316a1a3ed5.png" style="width:1em;height:1em;" alt="[泪]"></span><span class="url-icon"><img src="//h5.sinaimg.cn/m/emoticon/icon/default/d_lei-316a1a3ed5.png" style="width:1em;height:1em;" alt="[泪]"></span><span class="url-icon"><img src="//h5.sinaimg.cn/m/emoticon/icon/default/d_baibai-fdd5eeb1d1.png" style="width:1em;height:1em;" alt="[拜拜]"></span><span class="url-icon"><img src="//h5.sinaimg.cn/m/emoticon/icon/default/d_baibai-fdd5eeb1d1.png" style="width:1em;height:1em;" alt="[拜拜]"></span><span class="url-icon"><img src="//h5.sinaimg.cn/m/emoticon/icon/default/d_baibai-fdd5eeb1d1.png" style="width:1em;height:1em;" alt="[拜拜]"></span>吓死我了！！！ymj你为什么不把你的王八带走！！！啊啊啊？？<a href='https://m.weibo.cn/n/SNH48-闫明筠'>@SNH48-闫明筠</a> ​​​
2016-08-07	85	408	1623	突然觉得偶尔过一次生日也蛮好的<span class="url-icon"><img src="//h5.sinaimg.cn/m/emoticon/icon/others/d_tuzi-15d670f89f.png" style="width:1em;height:1em;" alt="[兔子]"></span>谢谢你们～真的很开心能交到一群可爱的小伙伴 也很感激遇到一直包容和陪伴我的大家<span class="url-icon"><img src="//h5.sinaimg.cn/m/emoticon/icon/others/l_xin-8e9a1a0346.png" style="width:1em;height:1em;" alt="[心]"></span> 以后也请多多指教啦～<span class="url-icon"><img src="//h5.sinaimg.cn/m/emoticon/icon/lxh/lxh_xiudada-3da77c6e68.png" style="width:1em;height:1em;" alt="[羞嗒嗒]"></span> ​​​
2016-08-09	65	310	2025	七夕快乐～💙 虽然我也不知道这种互相伤害的节日有什么好快乐的[互相膜拜] ​​​
2016-08-10	66	639	1339	谢谢大家的应援！！辛苦啦～接下来好像很久都没有公演诶<span class="url-icon"><img src="//h5.sinaimg.cn/m/emoticon/icon/doraemon/dr_han-051952ba49.png" style="width:1em;height:1em;" alt="[哆啦A梦汗]"></span>会想我吗～（不会）[丘比特]晚安<span class="url-icon"><img src="//h5.sinaimg.cn/m/emoticon/icon/others/w_yueliang-fbe3621f53.png" style="width:1em;height:1em;" alt="[月亮]"></span> ​​​
2016-08-14	59	404	1490	没有微博大概就是没有自拍<span class="url-icon"><img src="//h5.sinaimg.cn/m/emoticon/icon/doraemon/dr_han-051952ba49.png" style="width:1em;height:1em;" alt="[哆啦A梦汗]"></span> 这几天让你们担心啦 果咩<span class="url-icon"><img src="//h5.sinaimg.cn/m/emoticon/icon/default/d_aini-2b6c9354c7.png" style="width:1em;height:1em;" alt="[爱你]"></span>～周三公演见<span class="url-icon"><img src="//h5.sinaimg.cn/m/emoticon/icon/others/w_yueliang-fbe3621f53.png" style="width:1em;height:1em;" alt="[月亮]"></span>～ ​​​
2016-08-15	46	401	1521	<span class="url-icon"><img src="//h5.sinaimg.cn/m/emoticon/icon/lxh/lxh_xiudada-3da77c6e68.png" style="width:1em;height:1em;" alt="[羞嗒嗒]"></span>晚安噜～想你们<span class="url-icon"><img src="//h5.sinaimg.cn/m/emoticon/icon/others/w_yueliang-fbe3621f53.png" style="width:1em;height:1em;" alt="[月亮]"></span> ​​​
2016-08-20	50	256	1161	啊…一定要在今晚节目之前把库存发出来。才知道这期还是恐怖企划 我还以为逃过去了<span class="url-icon"><img src="//h5.sinaimg.cn/m/emoticon/icon/lxh/lxh_haojiong-7bd315c193.png" style="width:1em;height:1em;" alt="[好囧]"></span> 救命!! ​​​
2016-08-21	78	381	1376	王晓佳…！！！<span class="url-icon"><img src="//h5.sinaimg.cn/m/emoticon/icon/default/d_baibai-fdd5eeb1d1.png" style="width:1em;height:1em;" alt="[拜拜]"></span><span class="url-icon"><img src="//h5.sinaimg.cn/m/emoticon/icon/default/d_baibai-fdd5eeb1d1.png" style="width:1em;height:1em;" alt="[拜拜]"></span><span class="url-icon"><img src="//h5.sinaimg.cn/m/emoticon/icon/default/d_baibai-fdd5eeb1d1.png" style="width:1em;height:1em;" alt="[拜拜]"></span><a href='https://m.weibo.cn/n/SNH48-王晓佳'>@SNH48-王晓佳</a> ​​​
2016-08-23	41	408	1478	晚安啦～<span class="url-icon"><img src="//h5.sinaimg.cn/m/emoticon/icon/lxh/lxh_xiudada-3da77c6e68.png" style="width:1em;height:1em;" alt="[羞嗒嗒]"></span> ​​​
2016-08-26	51	424	1358	本来是考虑到你们发私信冰冷冷的没有回应才设定了自动回复<span class="url-icon"><img src="//h5.sinaimg.cn/m/emoticon/icon/default/d_hehe-4f9f713058.png" style="width:1em;height:1em;" alt="[微笑]"></span> 结果现在每天都是我们去结婚吧 我们去果奔吧？？ ​​​
